County,date,OneWeek_Cumulative_Incidence,TwoWeek_Cumulative_Incidence,OneWeek_Average Positivity,TwoWeek_Average_Positivity,County_size
ADAMS County,1/17/2021,222.7,556.3,0.071,0.084,">30,000"
ADAMS County,1/16/2021,240.9,568.8,0.078,0.087,">30,000"
ADAMS County,1/15/2021,267.3,563.8,0.079,0.088,">30,000"
ADAMS County,1/14/2021,276.3,598,0.082,0.093,">30,000"
ADAMS County,1/13/2021,300.9,621.4,0.087,0.097,">30,000"
ADAMS County,1/12/2021,305.9,640.9,0.091,0.101,">30,000"
ADAMS County,1/11/2021,310.7,642.4,0.093,0.103,">30,000"
ADAMS County,1/10/2021,333.6,652.8,0.097,0.105,">30,000"
ADAMS County,1/9/2021,327.8,641.3,0.097,0.105,">30,000"
ADAMS County,1/8/2021,296.5,605.9,0.098,0.106,">30,000"
ADAMS County,1/7/2021,321.7,624.5,0.105,0.107,">30,000"
ADAMS County,1/6/2021,320.5,610.9,0.109,0.107,">30,000"
ADAMS County,1/5/2021,335,612.2,0.113,0.105,">30,000"
ADAMS County,1/4/2021,331.7,614.3,0.114,0.103,">30,000"
ADAMS County,1/3/2021,319.2,617.6,0.116,0.103,">30,000"
ADAMS County,1/2/2021,313.4,614.3,0.115,0.102,">30,000"
ADAMS County,1/1/2021,309.4,617.6,0.115,0.103,">30,000"
ADAMS County,12/31/2020,302.8,612.2,0.109,0.1,">30,000"
ADAMS County,12/30/2020,290.3,623,0.105,0.1,">30,000"
ADAMS County,12/29/2020,277.3,617,0.097,0.098,">30,000"
ADAMS County,12/28/2020,282.7,628.9,0.093,0.096,">30,000"
ADAMS County,12/27/2020,298.4,652.8,0.093,0.098,">30,000"
ADAMS County,12/26/2020,300.9,659.3,0.092,0.099,">30,000"
ADAMS County,12/25/2020,308.2,717.2,0.094,0.101,">30,000"
ADAMS County,12/24/2020,309.4,737.8,0.093,0.104,">30,000"
ADAMS County,12/23/2020,332.6,787.6,0.096,0.107,">30,000"
ADAMS County,12/22/2020,339.8,803.5,0.099,0.108,">30,000"
ADAMS County,12/21/2020,346.3,878.3,0.099,0.114,">30,000"
ADAMS County,12/20/2020,354.4,909.3,0.103,0.117,">30,000"
ADAMS County,12/19/2020,358.4,937,0.105,0.12,">30,000"
ADAMS County,12/18/2020,409,991.2,0.108,0.122,">30,000"
ADAMS County,12/17/2020,428.4,1043.9,0.113,0.126,">30,000"
ADAMS County,12/16/2020,454.9,1074.7,0.116,0.13,">30,000"
ADAMS County,12/15/2020,463.8,1094.8,0.116,0.131,">30,000"
ADAMS County,12/14/2020,532,1186.6,0.128,0.139,">30,000"
ADAMS County,12/13/2020,554.9,1229.4,0.129,0.14,">30,000"
ADAMS County,12/12/2020,578.6,1262.7,0.133,0.143,">30,000"
ADAMS County,12/11/2020,582.2,1268.7,0.135,0.144,">30,000"
ADAMS County,12/10/2020,615.5,1289.8,0.138,0.147,">30,000"
ADAMS County,12/9/2020,619.7,1316.5,0.143,0.148,">30,000"
ADAMS County,12/8/2020,631.1,1332.7,0.145,0.149,">30,000"
ADAMS County,12/7/2020,654.5,1289.4,0.15,0.148,">30,000"
ADAMS County,12/6/2020,674.5,1277.9,0.151,0.147,">30,000"
ADAMS County,12/5/2020,684.1,1308.1,0.153,0.147,">30,000"
ADAMS County,12/4/2020,686.4,1343.5,0.152,0.147,">30,000"
ADAMS County,12/3/2020,674.3,1358.1,0.156,0.148,">30,000"
ADAMS County,12/2/2020,696.8,1382.9,0.153,0.15,">30,000"
ADAMS County,12/1/2020,701.6,1424.2,0.153,0.15,">30,000"
ADAMS County,11/30/2020,634.9,1378.3,0.147,0.147,">30,000"
ADAMS County,11/29/2020,603.4,1371,0.142,0.147,">30,000"
ADAMS County,11/28/2020,623.9,1373.1,0.141,0.146,">30,000"
ADAMS County,11/27/2020,657,1402.5,0.143,0.149,">30,000"
ADAMS County,11/26/2020,683.7,1470.6,0.141,0.153,">30,000"
ADAMS County,11/25/2020,686.1,1470,0.146,0.155,">30,000"
ADAMS County,11/24/2020,722.6,1498.6,0.148,0.156,">30,000"
ADAMS County,11/23/2020,743.4,1528.6,0.147,0.157,">30,000"
ADAMS County,11/22/2020,767.6,1552.1,0.152,0.161,">30,000"
ADAMS County,11/21/2020,749.1,1522.5,0.152,0.162,">30,000"
ADAMS County,11/20/2020,745.5,1488.1,0.156,0.161,">30,000"
ADAMS County,11/19/2020,786.8,1442.1,0.165,0.161,">30,000"
ADAMS County,11/18/2020,783.9,1415.2,0.164,0.161,">30,000"
ADAMS County,11/17/2020,776,1384,0.164,0.162,">30,000"
ADAMS County,11/16/2020,785.3,1372.3,0.168,0.164,">30,000"
ADAMS County,11/15/2020,784.5,1337.1,0.17,0.163,">30,000"
ADAMS County,11/14/2020,773.3,1325.2,0.173,0.163,">30,000"
ADAMS County,11/13/2020,742.6,1278.7,0.166,0.159,">30,000"
ADAMS County,11/12/2020,655.3,1191.9,0.157,0.155,">30,000"
ADAMS County,11/11/2020,631.3,1113.7,0.158,0.15,">30,000"
ADAMS County,11/10/2020,608,1051.2,0.158,0.149,">30,000"
ADAMS County,11/9/2020,587,995,0.159,0.145,">30,000"
ADAMS County,11/8/2020,552.6,968.5,0.154,0.14,">30,000"
ADAMS County,11/7/2020,551.8,957.2,0.15,0.135,">30,000"
ADAMS County,11/6/2020,536.1,920.6,0.15,0.132,">30,000"
ADAMS County,11/5/2020,536.7,871.2,0.152,0.129,">30,000"
ADAMS County,11/4/2020,482.4,829.5,0.139,0.125,">30,000"
ADAMS County,11/3/2020,443.2,792.4,0.138,0.12,">30,000"
ADAMS County,11/2/2020,408,757.6,0.127,0.117,">30,000"
ADAMS County,11/1/2020,415.9,732.2,0.124,0.115,">30,000"
ADAMS County,10/31/2020,405.3,705.5,0.119,0.112,">30,000"
ADAMS County,10/30/2020,384.6,676.1,0.113,0.109,">30,000"
ADAMS County,10/29/2020,334.6,628.6,0.102,0.104,">30,000"
ADAMS County,10/28/2020,347.1,624.1,0.109,0.106,">30,000"
ADAMS County,10/27/2020,349.2,605.1,0.103,0.102,">30,000"
ADAMS County,10/26/2020,349.6,603.8,0.106,0.103,">30,000"
ADAMS County,10/25/2020,316.3,545.3,0.105,0.1,">30,000"
ADAMS County,10/24/2020,300.1,519.7,0.103,0.098,">30,000"
ADAMS County,10/23/2020,291.5,504.5,0.104,0.097,">30,000"
ADAMS County,10/22/2020,294,491.9,0.106,0.094,">30,000"
ADAMS County,10/21/2020,277.1,466.1,0.103,0.091,">30,000"
ADAMS County,10/20/2020,255.9,453.2,0.101,0.09,">30,000"
ADAMS County,10/19/2020,254.2,433.6,0.098,0.086,">30,000"
ADAMS County,10/18/2020,229,412.2,0.094,0.083,">30,000"
ADAMS County,10/17/2020,219.6,396.9,0.093,0.082,">30,000"
ADAMS County,10/16/2020,213,376.3,0.09,0.081,">30,000"
ADAMS County,10/15/2020,197.9,363.8,0.081,0.08,">30,000"
ADAMS County,10/14/2020,189,349.4,0.077,0.077,">30,000"
ADAMS County,10/13/2020,197.3,345.3,0.079,0.077,">30,000"
ADAMS County,10/12/2020,179.4,326.9,0.074,0.075,">30,000"
ADAMS County,10/11/2020,183.2,320.7,0.072,0.073,">30,000"
ADAMS County,10/10/2020,177.3,321.1,0.072,0.073,">30,000"
ADAMS County,10/9/2020,163.2,303.2,0.072,0.071,">30,000"
ADAMS County,10/8/2020,165.9,304.4,0.078,0.073,">30,000"
ADAMS County,10/7/2020,160.4,291.9,0.077,0.072,">30,000"
ADAMS County,10/6/2020,148.1,275,0.075,0.07,">30,000"
ADAMS County,10/5/2020,147.5,274.8,0.077,0.071,">30,000"
ADAMS County,10/4/2020,137.5,268.8,0.074,0.071,">30,000"
ADAMS County,10/3/2020,143.8,255.7,0.074,0.068,">30,000"
ADAMS County,10/2/2020,140,249.6,0.071,0.068,">30,000"
ADAMS County,10/1/2020,138.4,240.7,0.069,0.066,">30,000"
ADAMS County,9/30/2020,131.5,224.4,0.066,0.062,">30,000"
ADAMS County,9/29/2020,126.9,216.7,0.065,0.061,">30,000"
ADAMS County,9/28/2020,127.3,210,0.064,0.06,">30,000"
ADAMS County,9/27/2020,131.3,211.1,0.067,0.061,">30,000"
ADAMS County,9/26/2020,111.9,194.8,0.061,0.059,">30,000"
ADAMS County,9/25/2020,109.6,186.5,0.064,0.058,">30,000"
ADAMS County,9/24/2020,102.3,174,0.062,0.057,">30,000"
ADAMS County,9/23/2020,92.9,160.6,0.057,0.055,">30,000"
ADAMS County,9/22/2020,89.8,152.7,0.056,0.054,">30,000"
ADAMS County,9/21/2020,82.7,140.7,0.054,0.054,">30,000"
ADAMS County,9/20/2020,79.8,135.4,0.054,0.053,">30,000"
ADAMS County,9/19/2020,82.9,136.5,0.056,0.055,">30,000"
ADAMS County,9/18/2020,76.9,129.6,0.052,0.055,">30,000"
ADAMS County,9/17/2020,71.7,123.8,0.051,0.054,">30,000"
ADAMS County,9/16/2020,67.7,120.6,0.053,0.055,">30,000"
ADAMS County,9/15/2020,62.9,116.3,0.051,0.054,">30,000"
ADAMS County,9/14/2020,58.1,117.3,0.053,0.055,">30,000"
ADAMS County,9/13/2020,55.6,110.9,0.051,0.053,">30,000"
ADAMS County,9/12/2020,53.6,107.1,0.055,0.055,">30,000"
ADAMS County,9/11/2020,52.7,107.1,0.059,0.055,">30,000"
ADAMS County,9/10/2020,52.1,111.7,0.058,0.056,">30,000"
ADAMS County,9/9/2020,52.9,116.3,0.057,0.057,">30,000"
ADAMS County,9/8/2020,53.5,121.3,0.057,0.06,">30,000"
ADAMS County,9/7/2020,59.2,125.6,0.057,0.06,">30,000"
ADAMS County,9/6/2020,55.4,123.1,0.056,0.06,">30,000"
ADAMS County,9/5/2020,53.5,120,0.055,0.059,">30,000"
ADAMS County,9/4/2020,54.4,119.8,0.052,0.058,">30,000"
ADAMS County,9/3/2020,59.6,122.9,0.055,0.059,">30,000"
ADAMS County,9/2/2020,63.5,127.5,0.058,0.062,">30,000"
ADAMS County,9/1/2020,67.9,134.6,0.062,0.064,">30,000"
ADAMS County,8/31/2020,66.3,130.4,0.063,0.062,">30,000"
ADAMS County,8/30/2020,67.7,131.5,0.064,0.063,">30,000"
ADAMS County,8/29/2020,66.5,134.6,0.062,0.063,">30,000"
ADAMS County,8/28/2020,65.4,131.9,0.064,0.062,">30,000"
ADAMS County,8/27/2020,63.3,131.3,0.063,0.062,">30,000"
ADAMS County,8/26/2020,64,133.6,0.067,0.062,">30,000"
ADAMS County,8/25/2020,66.7,131.3,0.066,0.062,">30,000"
ADAMS County,8/24/2020,64,129.6,0.06,0.06,">30,000"
ADAMS County,8/23/2020,63.8,133.2,0.062,0.06,">30,000"
ADAMS County,8/22/2020,68.1,138.1,0.063,0.062,">30,000"
ADAMS County,8/21/2020,66.5,142.7,0.061,0.064,">30,000"
ADAMS County,8/20/2020,68.1,143.2,0.062,0.064,">30,000"
ADAMS County,8/19/2020,69.6,141.1,0.058,0.061,">30,000"
ADAMS County,8/18/2020,64.6,141.9,0.058,0.061,">30,000"
ADAMS County,8/17/2020,65.6,148.1,0.06,0.062,">30,000"
ADAMS County,8/16/2020,69.4,147.5,0.059,0.061,">30,000"
ADAMS County,8/15/2020,70,148.8,0.06,0.062,">30,000"
ADAMS County,8/14/2020,76.1,157.1,0.067,0.063,">30,000"
ADAMS County,8/13/2020,75.2,160.6,0.067,0.064,">30,000"
ADAMS County,8/12/2020,71.5,159.8,0.064,0.064,">30,000"
ADAMS County,8/11/2020,77.3,167.9,0.063,0.065,">30,000"
ADAMS County,8/10/2020,82.5,179.6,0.064,0.066,">30,000"
ADAMS County,8/9/2020,78.1,178.6,0.063,0.067,">30,000"
ADAMS County,8/8/2020,78.8,179,0.064,0.067,">30,000"
ADAMS County,8/7/2020,80.9,187.1,0.059,0.067,">30,000"
ADAMS County,8/6/2020,85.4,198.4,0.062,0.071,">30,000"
ADAMS County,8/5/2020,88.3,203.2,0.065,0.075,">30,000"
ADAMS County,8/4/2020,90.6,203.6,0.067,0.075,">30,000"
ADAMS County,8/3/2020,97.1,199.8,0.068,0.074,">30,000"
ADAMS County,8/2/2020,100.6,201.9,0.072,0.074,">30,000"
ADAMS County,8/1/2020,100.2,197.9,0.07,0.072,">30,000"
ADAMS County,7/31/2020,106.1,188.8,0.073,0.073,">30,000"
ADAMS County,7/30/2020,113.1,185.7,0.079,0.074,">30,000"
ADAMS County,7/29/2020,115,184.8,0.084,0.076,">30,000"
ADAMS County,7/28/2020,113.1,178.6,0.083,0.074,">30,000"
ADAMS County,7/27/2020,102.7,168.2,0.081,0.074,">30,000"
ADAMS County,7/26/2020,101.3,168.2,0.076,0.073,">30,000"
ADAMS County,7/25/2020,97.7,165.2,0.074,0.073,">30,000"
ADAMS County,7/24/2020,82.7,153.8,0.073,0.072,">30,000"
ADAMS County,7/23/2020,72.7,145.7,0.068,0.068,">30,000"
ADAMS County,7/22/2020,69.8,139.8,0.066,0.067,">30,000"
ADAMS County,7/21/2020,65.6,137.5,0.063,0.07,">30,000"
ADAMS County,7/20/2020,65.6,137.7,0.065,0.073,">30,000"
ADAMS County,7/19/2020,66.9,138.4,0.07,0.076,">30,000"
ADAMS County,7/18/2020,67.5,139.4,0.071,0.077,">30,000"
ADAMS County,7/17/2020,71.1,140.9,0.07,0.077,">30,000"
ADAMS County,7/16/2020,73.1,134.8,0.069,0.074,">30,000"
ADAMS County,7/15/2020,70,133.2,0.068,0.072,">30,000"
ADAMS County,7/14/2020,71.9,132.3,0.078,0.073,">30,000"
ADAMS County,7/13/2020,72.1,125.4,0.083,0.072,">30,000"
ADAMS County,7/12/2020,71.5,121.1,0.082,0.071,">30,000"
ADAMS County,7/11/2020,71.9,122.5,0.085,0.073,">30,000"
ADAMS County,7/10/2020,69.8,119.4,0.086,0.073,">30,000"
ADAMS County,7/9/2020,61.7,112.7,0.081,0.073,">30,000"
ADAMS County,7/8/2020,63.3,113.1,0.077,0.072,">30,000"
ADAMS County,7/7/2020,60.4,107.9,0.067,0.067,">30,000"
ADAMS County,7/6/2020,53.3,100.9,0.06,0.064,">30,000"
ADAMS County,7/5/2020,49.6,97.7,0.059,0.063,">30,000"
ADAMS County,7/4/2020,50.6,95.6,0.06,0.064,">30,000"
ADAMS County,7/3/2020,49.6,90.8,0.059,0.063,">30,000"
ADAMS County,7/2/2020,51,92.1,0.065,0.066,">30,000"
ADAMS County,7/1/2020,49.8,88.1,0.067,0.066,">30,000"
ADAMS County,6/30/2020,47.5,84.2,0.067,0.066,">30,000"
ADAMS County,6/29/2020,47.7,83.6,0.068,0.066,">30,000"
ADAMS County,6/28/2020,48.1,82.5,0.067,0.065,">30,000"
ADAMS County,6/27/2020,45,75.2,0.069,0.063,">30,000"
ADAMS County,6/26/2020,41.1,73.6,0.069,0.06,">30,000"
ADAMS County,6/25/2020,41.1,73.5,0.066,0.06,">30,000"
ADAMS County,6/24/2020,38.3,68.1,0.065,0.059,">30,000"
ADAMS County,6/23/2020,36.7,65.2,0.064,0.058,">30,000"
ADAMS County,6/22/2020,36,67.1,0.063,0.059,">30,000"
ADAMS County,6/21/2020,34.4,67.3,0.063,0.061,">30,000"
ADAMS County,6/20/2020,30.2,65,0.056,0.059,">30,000"
ADAMS County,6/19/2020,32.5,68.8,0.053,0.061,">30,000"
ADAMS County,6/18/2020,32.3,70.2,0.054,0.065,">30,000"
ADAMS County,6/17/2020,29.8,80.4,0.053,0.071,">30,000"
ADAMS County,6/16/2020,28.5,83.3,0.052,0.075,">30,000"
ADAMS County,6/15/2020,31.1,87.5,0.056,0.079,">30,000"
ADAMS County,6/14/2020,32.9,89,0.058,0.081,">30,000"
ADAMS County,6/13/2020,34.8,93.4,0.063,0.083,">30,000"
ADAMS County,6/12/2020,36.3,103.6,0.072,0.095,">30,000"
ADAMS County,6/11/2020,37.9,105.4,0.077,0.098,">30,000"
ADAMS County,6/10/2020,50.6,111.7,0.088,0.102,">30,000"
ADAMS County,6/9/2020,54.8,114.2,0.096,0.105,">30,000"
ADAMS County,6/8/2020,56.3,120.9,0.103,0.11,">30,000"
ADAMS County,6/7/2020,56.1,124,0.105,0.115,">30,000"
ADAMS County,6/6/2020,58.6,121.7,0.102,0.115,">30,000"
ADAMS County,6/5/2020,67.3,125,0.114,0.119,">30,000"
ADAMS County,6/4/2020,67.5,124.8,0.117,0.121,">30,000"
ADAMS County,6/3/2020,61.1,115.8,0.116,0.12,">30,000"
ADAMS County,6/2/2020,59.4,119.4,0.115,0.122,">30,000"
ADAMS County,6/1/2020,64.6,119,0.118,0.12,">30,000"
ADAMS County,5/31/2020,67.9,118.4,0.124,0.121,">30,000"
ADAMS County,5/30/2020,63.1,120.2,0.131,0.127,">30,000"
ADAMS County,5/29/2020,57.7,115.8,0.126,0.127,">30,000"
ADAMS County,5/28/2020,57.3,119.2,0.128,0.132,">30,000"
ADAMS County,5/27/2020,54.6,123.1,0.126,0.14,">30,000"
ADAMS County,5/26/2020,60,125.4,0.131,0.141,">30,000"
ADAMS County,5/25/2020,54.4,119.8,0.123,0.14,">30,000"
ADAMS County,5/24/2020,50.6,119.8,0.115,0.14,">30,000"
ADAMS County,5/23/2020,57.1,125,0.123,0.142,">30,000"
ADAMS County,5/22/2020,58.1,132.9,0.13,0.148,">30,000"
ADAMS County,5/21/2020,61.9,137.1,0.136,0.147,">30,000"
ADAMS County,5/20/2020,68.5,144,0.153,0.155,">30,000"
ADAMS County,5/19/2020,65.4,140.7,0.151,0.152,">30,000"
ADAMS County,5/18/2020,65.4,142.7,0.156,0.156,">30,000"
ADAMS County,5/17/2020,69.2,145.7,0.164,0.159,">30,000"
ADAMS County,5/16/2020,67.9,145.9,0.161,0.161,">30,000"
ADAMS County,5/15/2020,74.8,145.6,0.165,0.163,">30,000"
ADAMS County,5/14/2020,75.2,144.8,0.157,0.157,">30,000"
ADAMS County,5/13/2020,75.6,158.2,0.156,0.16,">30,000"
ADAMS County,5/12/2020,75.4,161.5,0.154,0.166,">30,000"
ADAMS County,5/11/2020,77.3,163.8,0.157,0.169,">30,000"
ADAMS County,5/10/2020,76.5,165,0.154,0.173,">30,000"
ADAMS County,5/9/2020,78.1,168.1,0.161,0.176,">30,000"
ADAMS County,5/8/2020,70.8,160.9,0.161,0.178,">30,000"
ADAMS County,5/7/2020,69.6,177.9,0.157,0.2,">30,000"
ADAMS County,5/6/2020,82.7,172.5,0.164,0.202,">30,000"
ADAMS County,5/5/2020,86.1,171.1,0.179,0.213,">30,000"
ADAMS County,5/4/2020,86.5,166.9,0.182,0.217,">30,000"
ADAMS County,5/3/2020,88.4,166.9,0.193,0.222,">30,000"
ADAMS County,5/2/2020,90,161.5,0.193,0.225,">30,000"
ADAMS County,5/1/2020,90.2,157.1,0.197,0.229,">30,000"
ADAMS County,4/30/2020,108.3,152.5,0.25,0.255,">30,000"
ADAMS County,4/29/2020,89.8,136.9,0.249,0.256,">30,000"
ADAMS County,4/28/2020,85,130.8,0.255,0.259,">30,000"
ADAMS County,4/27/2020,80.4,128.4,0.26,0.264,">30,000"
ADAMS County,4/26/2020,78.5,128.3,0.262,0.265,">30,000"
ADAMS County,4/25/2020,71.5,126.9,0.276,0.274,">30,000"
ADAMS County,4/24/2020,66.9,125.8,0.277,0.277,">30,000"
ADAMS County,4/23/2020,44.2,103.1,0.271,0.268,">30,000"
ADAMS County,4/22/2020,47.1,106.7,0.274,0.268,">30,000"
ADAMS County,4/21/2020,45.8,105.6,0.268,0.264,">30,000"
ADAMS County,4/20/2020,48.1,106.7,0.273,0.27,">30,000"
ADAMS County,4/19/2020,49.8,102.7,0.271,0.27,">30,000"
ADAMS County,4/18/2020,55.4,107.7,0.272,0.271,">30,000"
ADAMS County,4/17/2020,58.8,108.1,0.277,0.266,">30,000"
ADAMS County,4/16/2020,58.8,107.1,0.266,0.261,">30,000"
ADAMS County,4/15/2020,59.6,105,0.264,0.259,">30,000"
ADAMS County,4/14/2020,59.8,106.1,0.261,0.256,">30,000"
ADAMS County,4/13/2020,58.6,105.2,0.268,0.249,">30,000"
ADAMS County,4/12/2020,52.9,104.2,0.27,0.25,">30,000"
ADAMS County,4/11/2020,52.3,98.1,0.27,0.24,">30,000"
ADAMS County,4/10/2020,49.2,93.6,0.254,0.229,">30,000"
ADAMS County,4/9/2020,48.3,90.8,0.255,0.232,">30,000"
ADAMS County,4/8/2020,45.4,81.9,0.253,0.211,">30,000"
ADAMS County,4/7/2020,46.3,78.8,0.25,0.208,">30,000"
ADAMS County,4/6/2020,46.5,74.4,0.228,0.196,">30,000"
ADAMS County,4/5/2020,51.3,72.5,0.232,0.19,">30,000"
ADAMS County,4/4/2020,45.8,64.8,0.213,0.175,">30,000"
ADAMS County,4/3/2020,44.4,57.9,0.206,0.165,">30,000"
ADAMS County,4/2/2020,42.5,51.5,0.208,0.155,">30,000"
ADAMS County,4/1/2020,36.5,42.7,0.171,0.135,">30,000"
ADAMS County,3/31/2020,32.5,36.5,0.159,0.122,">30,000"
ADAMS County,3/30/2020,27.9,31.9,0.154,0.114,">30,000"
ADAMS County,3/29/2020,21.2,24,0.124,0.096,">30,000"
ADAMS County,3/28/2020,19,21.5,0.117,0.095,">30,000"
ADAMS County,3/27/2020,13.5,15.6,0.099,0.087,">30,000"
ADAMS County,3/26/2020,9,11,0.067,0.069,">30,000"
ADAMS County,3/25/2020,6.2,8.3,0.059,0.066,">30,000"
ADAMS County,3/24/2020,4,6,0.047,0.058,">30,000"
ADAMS County,3/23/2020,4,5.2,0.045,0.051,">30,000"
ADAMS County,3/22/2020,2.9,4,0.045,0.052,">30,000"
ADAMS County,3/21/2020,2.5,3.1,0.048,0.051,">30,000"
ADAMS County,3/20/2020,2.1,2.9,0.056,0.062,">30,000"
ADAMS County,3/19/2020,1.9,2.5,0.075,0.072,">30,000"
ADAMS County,3/18/2020,2.1,2.3,0.084,0.082,">30,000"
ADAMS County,3/17/2020,1.9,2.1,0.105,0.103,">30,000"
ADAMS County,3/16/2020,1.2,1.3,0.088,0.088,">30,000"
ADAMS County,3/15/2020,1.2,1.5,0.114,0.114,">30,000"
ALAMOSA County,2/11/2022,557.3,1678,0.078,0.114,"30,000 or less"
ALAMOSA County,2/10/2022,594,1776,0.083,0.117,"30,000 or less"
ALAMOSA County,2/9/2022,630.8,1959.7,0.091,0.131,"30,000 or less"
ALAMOSA County,2/8/2022,741,2143.4,0.104,0.14,"30,000 or less"
ALAMOSA County,2/7/2022,863.5,2223,0.111,0.147,"30,000 or less"
ALAMOSA County,2/6/2022,918.6,2327.1,0.113,0.156,"30,000 or less"
ALAMOSA County,2/5/2022,1004.3,2486.4,0.124,0.164,"30,000 or less"
ALAMOSA County,2/4/2022,1120.7,2737.5,0.153,0.184,"30,000 or less"
ALAMOSA County,2/3/2022,1181.9,2945.7,0.15,0.186,"30,000 or less"
ALAMOSA County,2/2/2022,1328.9,3160,0.165,0.192,"30,000 or less"
ALAMOSA County,2/1/2022,1402.4,3319.2,0.17,0.2,"30,000 or less"
ALAMOSA County,1/31/2022,1359.5,3190.6,0.175,0.201,"30,000 or less"
ALAMOSA County,1/30/2022,1408.5,3282.5,0.192,0.2,"30,000 or less"
ALAMOSA County,1/29/2022,1482,3362.1,0.192,0.201,"30,000 or less"
ALAMOSA County,1/28/2022,1616.8,3368.2,0.207,0.203,"30,000 or less"
ALAMOSA County,1/27/2022,1763.7,3343.7,0.213,0.205,"30,000 or less"
ALAMOSA County,1/26/2022,1831.1,3435.6,0.214,0.206,"30,000 or less"
ALAMOSA County,1/25/2022,1916.8,3564.2,0.227,0.21,"30,000 or less"
ALAMOSA County,1/24/2022,1831.1,3576.5,0.224,0.21,"30,000 or less"
ALAMOSA County,1/23/2022,1874,3539.7,0.206,0.205,"30,000 or less"
ALAMOSA County,1/22/2022,1880.1,3405,0.211,0.205,"30,000 or less"
ALAMOSA County,1/21/2022,1751.5,3123.3,0.2,0.192,"30,000 or less"
ALAMOSA County,1/20/2022,1580,2964.1,0.196,0.186,"30,000 or less"
ALAMOSA County,1/19/2022,1604.5,2706.8,0.199,0.189,"30,000 or less"
ALAMOSA County,1/18/2022,1647.4,2608.9,0.194,0.18,"30,000 or less"
ALAMOSA County,1/17/2022,1745.4,2719.1,0.196,0.175,"30,000 or less"
ALAMOSA County,1/16/2022,1665.7,2566,0.205,0.177,"30,000 or less"
ALAMOSA County,1/15/2022,1524.9,2327.1,0.198,0.174,"30,000 or less"
ALAMOSA County,1/14/2022,1371.8,2149.5,0.183,0.171,"30,000 or less"
ALAMOSA County,1/13/2022,1384,2082.2,0.175,0.165,"30,000 or less"
ALAMOSA County,1/12/2022,1102.3,1708.6,0.178,0.16,"30,000 or less"
ALAMOSA County,1/11/2022,961.5,1439.2,0.162,0.147,"30,000 or less"
ALAMOSA County,1/10/2022,973.7,1261.6,0.149,0.14,"30,000 or less"
ALAMOSA County,1/9/2022,900.2,1212.6,0.143,0.137,"30,000 or less"
ALAMOSA County,1/8/2022,802.3,1108.5,0.139,0.129,"30,000 or less"
ALAMOSA County,1/7/2022,777.8,1047.2,0.154,0.129,"30,000 or less"
ALAMOSA County,1/6/2022,698.1,949.2,0.148,0.124,"30,000 or less"
ALAMOSA County,1/5/2022,606.3,881.9,0.131,0.108,"30,000 or less"
ALAMOSA County,1/4/2022,477.7,722.6,0.121,0.096,"30,000 or less"
ALAMOSA County,1/3/2022,287.8,526.7,0.117,0.089,"30,000 or less"
ALAMOSA County,1/2/2022,312.3,526.7,0.125,0.091,"30,000 or less"
ALAMOSA County,1/1/2022,306.2,557.3,0.113,0.088,"30,000 or less"
ALAMOSA County,12/31/2021,269.5,526.7,0.091,0.08,"30,000 or less"
ALAMOSA County,12/30/2021,251.1,483.8,0.088,0.076,"30,000 or less"
ALAMOSA County,12/29/2021,275.6,477.7,0.079,0.068,"30,000 or less"
ALAMOSA County,12/28/2021,245,404.2,0.067,0.06,"30,000 or less"
ALAMOSA County,12/27/2021,238.8,373.6,0.066,0.058,"30,000 or less"
ALAMOSA County,12/26/2021,214.3,355.2,0.06,0.055,"30,000 or less"
ALAMOSA County,12/25/2021,251.1,367.4,0.066,0.056,"30,000 or less"
ALAMOSA County,12/24/2021,257.2,379.7,0.07,0.056,"30,000 or less"
ALAMOSA County,12/23/2021,232.7,391.9,0.066,0.056,"30,000 or less"
ALAMOSA County,12/22/2021,202.1,391.9,0.058,0.053,"30,000 or less"
ALAMOSA County,12/21/2021,159.2,398.1,0.053,0.055,"30,000 or less"
ALAMOSA County,12/20/2021,134.7,434.8,0.05,0.057,"30,000 or less"
ALAMOSA County,12/19/2021,140.9,440.9,0.051,0.058,"30,000 or less"
ALAMOSA County,12/18/2021,116.4,416.4,0.046,0.056,"30,000 or less"
ALAMOSA County,12/17/2021,122.5,453.2,0.042,0.054,"30,000 or less"
ALAMOSA County,12/16/2021,159.2,465.4,0.047,0.052,"30,000 or less"
ALAMOSA County,12/15/2021,189.8,545,0.047,0.055,"30,000 or less"
ALAMOSA County,12/14/2021,238.8,600.2,0.056,0.057,"30,000 or less"
ALAMOSA County,12/13/2021,300.1,704.3,0.063,0.064,"30,000 or less"
ALAMOSA County,12/12/2021,300.1,753.3,0.064,0.07,"30,000 or less"
ALAMOSA County,12/11/2021,300.1,820.6,0.064,0.079,"30,000 or less"
ALAMOSA County,12/10/2021,330.7,814.5,0.064,0.079,"30,000 or less"
ALAMOSA County,12/9/2021,306.2,759.4,0.055,0.078,"30,000 or less"
ALAMOSA County,12/8/2021,355.2,753.3,0.062,0.081,"30,000 or less"
ALAMOSA County,12/7/2021,361.3,765.5,0.058,0.086,"30,000 or less"
ALAMOSA County,12/6/2021,404.2,777.8,0.064,0.083,"30,000 or less"
ALAMOSA County,12/5/2021,453.2,851.2,0.076,0.084,"30,000 or less"
