County,date,OneWeek_Cumulative_Incidence,TwoWeek_Cumulative_Incidence,OneWeek_Average Positivity,TwoWeek_Average_Positivity,County_size
ADAMS County,2/11/2022,225,648.8,0.099,0.13,">30,000"
ADAMS County,2/10/2022,239,730.3,0.105,0.139,">30,000"
ADAMS County,2/9/2022,283.8,830.3,0.117,0.15,">30,000"
ADAMS County,2/8/2022,301.5,880.1,0.125,0.161,">30,000"
ADAMS County,2/7/2022,318.6,941,0.129,0.169,">30,000"
ADAMS County,2/6/2022,361.1,1051.4,0.138,0.178,">30,000"
ADAMS County,2/5/2022,389.2,1122.3,0.149,0.186,">30,000"
ADAMS County,2/4/2022,423.8,1227.7,0.157,0.198,">30,000"
ADAMS County,2/3/2022,491.3,1375.6,0.165,0.205,">30,000"
ADAMS County,2/2/2022,546.5,1506.1,0.175,0.217,">30,000"
ADAMS County,2/1/2022,578.6,1628.4,0.187,0.228,">30,000"
ADAMS County,1/31/2022,622.4,1764.5,0.196,0.236,">30,000"
ADAMS County,1/30/2022,690.3,1821.7,0.206,0.241,">30,000"
ADAMS County,1/29/2022,733.2,1931.6,0.212,0.25,">30,000"
ADAMS County,1/28/2022,803.9,2144.1,0.227,0.261,">30,000"
ADAMS County,1/27/2022,884.3,2309.7,0.233,0.269,">30,000"
ADAMS County,1/26/2022,959.7,2401.2,0.249,0.277,">30,000"
ADAMS County,1/25/2022,1049.8,2536.9,0.257,0.283,">30,000"
ADAMS County,1/24/2022,1142.1,2783.4,0.263,0.291,">30,000"
ADAMS County,1/23/2022,1131.4,2796.5,0.265,0.296,">30,000"
ADAMS County,1/22/2022,1198.5,2906.5,0.278,0.305,">30,000"
ADAMS County,1/21/2022,1340.2,2999.9,0.286,0.312,">30,000"
ADAMS County,1/20/2022,1425.4,3213.2,0.296,0.325,">30,000"
ADAMS County,1/19/2022,1441.5,3348.7,0.299,0.329,">30,000"
ADAMS County,1/18/2022,1487.1,3459.1,0.304,0.33,">30,000"
ADAMS County,1/17/2022,1641.3,3447,0.314,0.328,">30,000"
ADAMS County,1/16/2022,1665.1,3511,0.32,0.331,">30,000"
ADAMS County,1/15/2022,1708,3465.1,0.327,0.332,">30,000"
ADAMS County,1/14/2022,1659.8,3390.5,0.335,0.335,">30,000"
ADAMS County,1/13/2022,1787.8,3333,0.351,0.336,">30,000"
ADAMS County,1/12/2022,1907.2,3300.3,0.354,0.332,">30,000"
ADAMS County,1/11/2022,1972,3194.7,0.351,0.328,">30,000"
ADAMS County,1/10/2022,1805.7,2930.7,0.341,0.321,">30,000"
ADAMS County,1/9/2022,1845.9,2834,0.342,0.317,">30,000"
ADAMS County,1/8/2022,1757.1,2694.2,0.338,0.308,">30,000"
ADAMS County,1/7/2022,1730.7,2544.1,0.335,0.294,">30,000"
ADAMS County,1/6/2022,1545.2,2235.1,0.318,0.273,">30,000"
ADAMS County,1/5/2022,1393.1,1955.9,0.301,0.254,">30,000"
ADAMS County,1/4/2022,1222.7,1732.1,0.292,0.239,">30,000"
ADAMS County,1/3/2022,1125,1597.8,0.291,0.231,">30,000"
ADAMS County,1/2/2022,988.1,1435.2,0.278,0.218,">30,000"
ADAMS County,1/1/2022,937.2,1338.5,0.263,0.206,">30,000"
ADAMS County,12/31/2021,813.3,1162.5,0.232,0.182,">30,000"
ADAMS County,12/30/2021,689.9,989.3,0.204,0.16,">30,000"
ADAMS County,12/29/2021,562.8,838.3,0.18,0.14,">30,000"
ADAMS County,12/28/2021,509.3,752.4,0.161,0.127,">30,000"
ADAMS County,12/27/2021,472.8,713.5,0.149,0.12,">30,000"
ADAMS County,12/26/2021,447.1,676.8,0.14,0.115,">30,000"
ADAMS County,12/25/2021,401.3,631.8,0.129,0.107,">30,000"
ADAMS County,12/24/2021,349.2,581.3,0.115,0.099,">30,000"
ADAMS County,12/23/2021,299.4,533,0.104,0.092,">30,000"
ADAMS County,12/22/2021,275.5,516.1,0.094,0.088,">30,000"
ADAMS County,12/21/2021,243,496.3,0.086,0.085,">30,000"
ADAMS County,12/20/2021,240.7,527.4,0.085,0.085,">30,000"
ADAMS County,12/19/2021,229.8,529.7,0.084,0.086,">30,000"
ADAMS County,12/18/2021,230.5,524,0.082,0.085,">30,000"
ADAMS County,12/17/2021,232.1,527.8,0.082,0.084,">30,000"
ADAMS County,12/16/2021,233.6,551.3,0.079,0.087,">30,000"
ADAMS County,12/15/2021,240.5,574.1,0.082,0.089,">30,000"
ADAMS County,12/14/2021,253.2,607.2,0.084,0.091,">30,000"
ADAMS County,12/13/2021,286.7,614.9,0.085,0.092,">30,000"
ADAMS County,12/12/2021,300,633.6,0.087,0.094,">30,000"
ADAMS County,12/11/2021,293.4,645.7,0.087,0.096,">30,000"
ADAMS County,12/10/2021,295.7,634.3,0.086,0.097,">30,000"
ADAMS County,12/9/2021,317.6,627.6,0.093,0.1,">30,000"
ADAMS County,12/8/2021,333.6,632,0.094,0.102,">30,000"
ADAMS County,12/7/2021,354,637,0.098,0.103,">30,000"
ADAMS County,12/6/2021,328.2,624.9,0.1,0.105,">30,000"
ADAMS County,12/5/2021,333.6,629.7,0.101,0.106,">30,000"
ADAMS County,12/4/2021,352.3,649.7,0.105,0.109,">30,000"
ADAMS County,12/3/2021,338.6,658.7,0.109,0.11,">30,000"
ADAMS County,12/2/2021,310,661.1,0.109,0.11,">30,000"
ADAMS County,12/1/2021,298.4,672.2,0.112,0.112,">30,000"
ADAMS County,11/30/2021,283,672.6,0.111,0.112,">30,000"
ADAMS County,11/29/2021,296.7,677.4,0.11,0.111,">30,000"
ADAMS County,11/28/2021,296.1,690.7,0.111,0.113,">30,000"
ADAMS County,11/27/2021,297.5,700.7,0.113,0.113,">30,000"
ADAMS County,11/26/2021,320.1,732.8,0.112,0.115,">30,000"
ADAMS County,11/25/2021,351.1,775.1,0.11,0.114,">30,000"
ADAMS County,11/24/2021,373.8,794.9,0.112,0.115,">30,000"
ADAMS County,11/23/2021,389.6,813.5,0.113,0.118,">30,000"
ADAMS County,11/22/2021,380.7,789.5,0.111,0.118,">30,000"
ADAMS County,11/21/2021,394.6,796.2,0.114,0.117,">30,000"
ADAMS County,11/20/2021,403.2,801.6,0.113,0.117,">30,000"
ADAMS County,11/19/2021,412.6,805.7,0.117,0.118,">30,000"
ADAMS County,11/18/2021,424,797.6,0.118,0.117,">30,000"
ADAMS County,11/17/2021,421.1,794.9,0.119,0.117,">30,000"
ADAMS County,11/16/2021,424,769.7,0.123,0.115,">30,000"
ADAMS County,11/15/2021,408.8,757.8,0.125,0.116,">30,000"
ADAMS County,11/14/2021,401.7,739.7,0.12,0.114,">30,000"
ADAMS County,11/13/2021,398.4,730.1,0.121,0.113,">30,000"
ADAMS County,11/12/2021,393,705.9,0.12,0.111,">30,000"
ADAMS County,11/11/2021,373.6,688.6,0.116,0.109,">30,000"
ADAMS County,11/10/2021,373.8,670.5,0.114,0.106,">30,000"
ADAMS County,11/9/2021,345.7,652.6,0.107,0.102,">30,000"
ADAMS County,11/8/2021,349,650.5,0.106,0.101,">30,000"
ADAMS County,11/7/2021,338,643.2,0.106,0.102,">30,000"
ADAMS County,11/6/2021,331.7,637.4,0.105,0.102,">30,000"
ADAMS County,11/5/2021,312.8,625.9,0.101,0.101,">30,000"
ADAMS County,11/4/2021,315,617.4,0.102,0.102,">30,000"
ADAMS County,11/3/2021,296.7,601.1,0.096,0.102,">30,000"
ADAMS County,11/2/2021,306.9,589.9,0.096,0.1,">30,000"
ADAMS County,11/1/2021,301.5,584.9,0.096,0.099,">30,000"
ADAMS County,10/31/2021,305.1,578,0.097,0.098,">30,000"
ADAMS County,10/30/2021,305.7,559.1,0.099,0.097,">30,000"
ADAMS County,10/29/2021,313,553,0.101,0.097,">30,000"
ADAMS County,10/28/2021,302.5,548.8,0.103,0.096,">30,000"
ADAMS County,10/27/2021,304.4,532.4,0.108,0.097,">30,000"
ADAMS County,10/26/2021,283,517.6,0.104,0.096,">30,000"
ADAMS County,10/25/2021,283.4,507.8,0.102,0.095,">30,000"
ADAMS County,10/24/2021,272.8,504,0.1,0.095,">30,000"
ADAMS County,10/23/2021,253.4,498.6,0.095,0.092,">30,000"
ADAMS County,10/22/2021,240,487.6,0.091,0.09,">30,000"
ADAMS County,10/21/2021,246.3,480.9,0.088,0.087,">30,000"
ADAMS County,10/20/2021,228,465.9,0.085,0.083,">30,000"
ADAMS County,10/19/2021,234.6,461.7,0.088,0.084,">30,000"
ADAMS County,10/18/2021,224.4,454,0.087,0.083,">30,000"
ADAMS County,10/17/2021,231.1,454.5,0.09,0.083,">30,000"
ADAMS County,10/16/2021,245.2,453.8,0.09,0.083,">30,000"
ADAMS County,10/15/2021,247.7,449.5,0.089,0.082,">30,000"
ADAMS County,10/14/2021,234.6,427.1,0.086,0.08,">30,000"
ADAMS County,10/13/2021,237.8,427.8,0.082,0.079,">30,000"
ADAMS County,10/12/2021,227.1,413.4,0.081,0.078,">30,000"
ADAMS County,10/11/2021,229.6,414.7,0.08,0.077,">30,000"
ADAMS County,10/10/2021,223.4,401.7,0.077,0.075,">30,000"
ADAMS County,10/9/2021,208.6,381.3,0.076,0.075,">30,000"
ADAMS County,10/8/2021,201.9,379.2,0.075,0.076,">30,000"
ADAMS County,10/7/2021,192.5,369.2,0.074,0.074,">30,000"
ADAMS County,10/6/2021,190,357.6,0.076,0.072,">30,000"
ADAMS County,10/5/2021,186.3,359.2,0.076,0.072,">30,000"
ADAMS County,10/4/2021,185.2,358.8,0.075,0.072,">30,000"
ADAMS County,10/3/2021,178.2,357.6,0.073,0.071,">30,000"
ADAMS County,10/2/2021,172.7,366.7,0.074,0.072,">30,000"
ADAMS County,10/1/2021,177.3,366.3,0.076,0.072,">30,000"
ADAMS County,9/30/2021,176.7,372.1,0.074,0.072,">30,000"
ADAMS County,9/29/2021,167.7,368.8,0.068,0.07,">30,000"
ADAMS County,9/28/2021,172.9,373.4,0.068,0.07,">30,000"
ADAMS County,9/27/2021,173.6,379,0.069,0.07,">30,000"
ADAMS County,9/26/2021,179.4,384.2,0.069,0.069,">30,000"
ADAMS County,9/25/2021,194,396.3,0.07,0.07,">30,000"
ADAMS County,9/24/2021,189,399.9,0.068,0.069,">30,000"
ADAMS County,9/23/2021,195.4,410.1,0.07,0.071,">30,000"
ADAMS County,9/22/2021,201.1,411.1,0.073,0.071,">30,000"
ADAMS County,9/21/2021,200.5,404.4,0.073,0.071,">30,000"
ADAMS County,9/20/2021,205.4,404.2,0.071,0.071,">30,000"
ADAMS County,9/19/2021,204.8,410.5,0.069,0.071,">30,000"
ADAMS County,9/18/2021,202.3,404.9,0.069,0.07,">30,000"
ADAMS County,9/17/2021,210.9,417.2,0.07,0.071,">30,000"
ADAMS County,9/16/2021,214.8,422.2,0.071,0.071,">30,000"
ADAMS County,9/15/2021,210,422.2,0.07,0.071,">30,000"
ADAMS County,9/14/2021,203.8,424.9,0.07,0.07,">30,000"
ADAMS County,9/13/2021,198.8,434.6,0.071,0.069,">30,000"
ADAMS County,9/12/2021,205.7,434,0.072,0.07,">30,000"
ADAMS County,9/11/2021,202.7,420.1,0.07,0.069,">30,000"
ADAMS County,9/10/2021,206.3,417.4,0.073,0.071,">30,000"
ADAMS County,9/9/2021,207.5,420.3,0.072,0.072,">30,000"
ADAMS County,9/8/2021,212.3,439,0.072,0.074,">30,000"
ADAMS County,9/7/2021,221.1,451.9,0.071,0.074,">30,000"
ADAMS County,9/6/2021,235.7,455.9,0.068,0.076,">30,000"
ADAMS County,9/5/2021,228.2,447.4,0.068,0.077,">30,000"
ADAMS County,9/4/2021,217.5,451.3,0.069,0.078,">30,000"
ADAMS County,9/3/2021,211.1,450.3,0.07,0.078,">30,000"
ADAMS County,9/2/2021,212.9,454,0.071,0.081,">30,000"
ADAMS County,9/1/2021,226.7,449.9,0.075,0.082,">30,000"
ADAMS County,8/31/2021,230.7,466.7,0.078,0.085,">30,000"
ADAMS County,8/30/2021,220.2,451.9,0.086,0.089,">30,000"
ADAMS County,8/29/2021,219.2,440.3,0.09,0.088,">30,000"
ADAMS County,8/28/2021,233.8,438,0.088,0.088,">30,000"
ADAMS County,8/27/2021,239.2,424.4,0.088,0.085,">30,000"
ADAMS County,8/26/2021,241.1,401.9,0.092,0.086,">30,000"
ADAMS County,8/25/2021,223.2,386.7,0.089,0.085,">30,000"
ADAMS County,8/24/2021,235.9,378.8,0.093,0.084,">30,000"
ADAMS County,8/23/2021,231.7,367.3,0.091,0.084,">30,000"
ADAMS County,8/22/2021,221.1,361.1,0.087,0.083,">30,000"
ADAMS County,8/21/2021,204.2,341.7,0.087,0.083,">30,000"
ADAMS County,8/20/2021,185.2,319.4,0.082,0.08,">30,000"
ADAMS County,8/19/2021,160.7,298.2,0.077,0.078,">30,000"
ADAMS County,8/18/2021,163.4,285.9,0.08,0.077,">30,000"
ADAMS County,8/17/2021,142.9,257.1,0.073,0.073,">30,000"
ADAMS County,8/16/2021,135.6,253,0.075,0.073,">30,000"
ADAMS County,8/15/2021,140,252.5,0.078,0.074,">30,000"
ADAMS County,8/14/2021,137.5,253.6,0.077,0.075,">30,000"
ADAMS County,8/13/2021,134.2,251.9,0.077,0.076,">30,000"
ADAMS County,8/12/2021,137.5,252.8,0.078,0.078,">30,000"
ADAMS County,8/11/2021,122.5,241.9,0.073,0.076,">30,000"
ADAMS County,8/10/2021,114.2,226.5,0.073,0.075,">30,000"
ADAMS County,8/9/2021,117.5,225,0.071,0.074,">30,000"
ADAMS County,8/8/2021,112.5,217.3,0.069,0.072,">30,000"
ADAMS County,8/7/2021,116.1,213.8,0.074,0.073,">30,000"
ADAMS County,8/6/2021,117.7,209.8,0.075,0.073,">30,000"
ADAMS County,8/5/2021,115.4,198,0.077,0.069,">30,000"
ADAMS County,8/4/2021,119.4,193.8,0.078,0.069,">30,000"
ADAMS County,8/3/2021,112.3,185.2,0.077,0.068,">30,000"
ADAMS County,8/2/2021,107.5,180,0.078,0.068,">30,000"
ADAMS County,8/1/2021,104.8,176.9,0.076,0.066,">30,000"
ADAMS County,7/31/2021,97.7,169.2,0.071,0.064,">30,000"
ADAMS County,7/30/2021,92.1,162.1,0.069,0.06,">30,000"
ADAMS County,7/29/2021,82.7,157.1,0.06,0.056,">30,000"
ADAMS County,7/28/2021,74.4,141.3,0.057,0.054,">30,000"
ADAMS County,7/27/2021,72.9,138.2,0.057,0.053,">30,000"
ADAMS County,7/26/2021,72.5,132.1,0.056,0.051,">30,000"
ADAMS County,7/25/2021,72.1,128.4,0.054,0.05,">30,000"
ADAMS County,7/24/2021,71.5,125.4,0.056,0.048,">30,000"
ADAMS County,7/23/2021,70,120.4,0.051,0.046,">30,000"
ADAMS County,7/22/2021,74.4,116.1,0.052,0.044,">30,000"
ADAMS County,7/21/2021,66.9,108.3,0.05,0.042,">30,000"
ADAMS County,7/20/2021,65.4,104,0.048,0.041,">30,000"
ADAMS County,7/19/2021,59.6,98.1,0.044,0.04,">30,000"
ADAMS County,7/18/2021,56.3,94.6,0.044,0.039,">30,000"
ADAMS County,7/17/2021,53.8,91.3,0.04,0.037,">30,000"
ADAMS County,7/16/2021,50.4,84.6,0.04,0.037,">30,000"
ADAMS County,7/15/2021,41.7,78.3,0.036,0.035,">30,000"
ADAMS County,7/14/2021,41.3,80.2,0.034,0.033,">30,000"
ADAMS County,7/13/2021,38.6,77.7,0.034,0.032,">30,000"
ADAMS County,7/12/2021,38.5,77.1,0.035,0.031,">30,000"
ADAMS County,7/11/2021,38.3,76.3,0.035,0.031,">30,000"
ADAMS County,7/10/2021,37.5,74.4,0.034,0.03,">30,000"
ADAMS County,7/9/2021,34.2,69.8,0.033,0.028,">30,000"
ADAMS County,7/8/2021,36.5,69.2,0.033,0.027,">30,000"
ADAMS County,7/7/2021,38.8,70,0.031,0.026,">30,000"
ADAMS County,7/6/2021,39,70.6,0.028,0.026,">30,000"
ADAMS County,7/5/2021,38.6,70.6,0.027,0.024,">30,000"
ADAMS County,7/4/2021,38.1,69.4,0.026,0.024,">30,000"
ADAMS County,7/3/2021,36.9,67.3,0.025,0.022,">30,000"
ADAMS County,7/2/2021,35.6,67.5,0.023,0.022,">30,000"
ADAMS County,7/1/2021,32.7,63.6,0.022,0.022,">30,000"
ADAMS County,6/30/2021,31.1,61.1,0.022,0.022,">30,000"
ADAMS County,6/29/2021,31.5,61,0.023,0.021,">30,000"
ADAMS County,6/28/2021,31.9,64.8,0.022,0.021,">30,000"
ADAMS County,6/27/2021,31.3,68.1,0.022,0.022,">30,000"
ADAMS County,6/26/2021,30.4,70,0.02,0.023,">30,000"
ADAMS County,6/25/2021,31.9,74.2,0.02,0.024,">30,000"
ADAMS County,6/24/2021,31,76,0.022,0.024,">30,000"
ADAMS County,6/23/2021,30,74.8,0.021,0.025,">30,000"
ADAMS County,6/22/2021,29.4,73.6,0.019,0.023,">30,000"
ADAMS County,6/21/2021,32.9,78.6,0.021,0.025,">30,000"
ADAMS County,6/20/2021,36.7,78.3,0.023,0.025,">30,000"
ADAMS County,6/19/2021,39.6,80.8,0.026,0.026,">30,000"
ADAMS County,6/18/2021,42.3,86.9,0.026,0.026,">30,000"
ADAMS County,6/17/2021,45,91.9,0.027,0.026,">30,000"
ADAMS County,6/16/2021,44.8,94.6,0.027,0.027,">30,000"
ADAMS County,6/15/2021,44.2,93.6,0.027,0.028,">30,000"
ADAMS County,6/14/2021,45.8,90.8,0.028,0.028,">30,000"
ADAMS County,6/13/2021,41.5,90.2,0.026,0.028,">30,000"
ADAMS County,6/12/2021,41.1,91.7,0.025,0.028,">30,000"
ADAMS County,6/11/2021,44.6,90.6,0.026,0.029,">30,000"
ADAMS County,6/10/2021,46.9,92.1,0.026,0.028,">30,000"
ADAMS County,6/9/2021,49.8,103.6,0.027,0.031,">30,000"
ADAMS County,6/8/2021,49.4,112.5,0.029,0.032,">30,000"
ADAMS County,6/7/2021,45,121.3,0.028,0.032,">30,000"
ADAMS County,6/6/2021,48.6,126.3,0.03,0.034,">30,000"
ADAMS County,6/5/2021,50.6,133.6,0.031,0.035,">30,000"
ADAMS County,6/4/2021,46,137.7,0.031,0.035,">30,000"
ADAMS County,6/3/2021,45.2,143.4,0.031,0.037,">30,000"
ADAMS County,6/2/2021,53.8,150.4,0.035,0.038,">30,000"
ADAMS County,6/1/2021,63.1,170.7,0.035,0.041,">30,000"
ADAMS County,5/31/2021,76.3,180.2,0.036,0.042,">30,000"
ADAMS County,5/30/2021,77.7,188,0.037,0.043,">30,000"
ADAMS County,5/29/2021,83.1,195.9,0.038,0.045,">30,000"
ADAMS County,5/28/2021,91.7,211.9,0.038,0.047,">30,000"
ADAMS County,5/27/2021,98.3,227.5,0.042,0.049,">30,000"
ADAMS County,5/26/2021,96.5,256.7,0.041,0.053,">30,000"
ADAMS County,5/25/2021,107.7,275,0.045,0.056,">30,000"
ADAMS County,5/24/2021,103.8,279,0.047,0.057,">30,000"
ADAMS County,5/23/2021,110.4,292.3,0.048,0.058,">30,000"
ADAMS County,5/22/2021,112.9,299.8,0.05,0.061,">30,000"
ADAMS County,5/21/2021,120.2,318.6,0.056,0.066,">30,000"
ADAMS County,5/20/2021,129.2,333.6,0.055,0.068,">30,000"
ADAMS County,5/19/2021,160.2,359.4,0.063,0.071,">30,000"
ADAMS County,5/18/2021,167.3,369.6,0.064,0.072,">30,000"
ADAMS County,5/17/2021,175.2,393.6,0.066,0.074,">30,000"
ADAMS County,5/16/2021,181.9,400.7,0.068,0.076,">30,000"
ADAMS County,5/15/2021,186.9,405.9,0.071,0.077,">30,000"
ADAMS County,5/14/2021,198.4,420.9,0.073,0.079,">30,000"
ADAMS County,5/13/2021,204.4,429,0.08,0.082,">30,000"
ADAMS County,5/12/2021,199.2,444.6,0.079,0.085,">30,000"
ADAMS County,5/11/2021,202.3,445.7,0.08,0.085,">30,000"
ADAMS County,5/10/2021,218.4,455.3,0.082,0.087,">30,000"
ADAMS County,5/9/2021,218.8,452,0.085,0.088,">30,000"
ADAMS County,5/8/2021,219,463.4,0.084,0.087,">30,000"
ADAMS County,5/7/2021,222.5,477.4,0.085,0.087,">30,000"
ADAMS County,5/6/2021,224.6,482.8,0.084,0.086,">30,000"
ADAMS County,5/5/2021,245.3,493.4,0.09,0.086,">30,000"
ADAMS County,5/4/2021,243.4,487.6,0.092,0.085,">30,000"
ADAMS County,5/3/2021,236.9,483.6,0.093,0.085,">30,000"
ADAMS County,5/2/2021,233.2,485.9,0.091,0.085,">30,000"
ADAMS County,5/1/2021,244.4,496.1,0.09,0.086,">30,000"
ADAMS County,4/30/2021,255,492.8,0.089,0.085,">30,000"
ADAMS County,4/29/2021,258.2,498.6,0.087,0.084,">30,000"
ADAMS County,4/28/2021,248,467,0.081,0.081,">30,000"
ADAMS County,4/27/2021,244.2,472,0.079,0.081,">30,000"
ADAMS County,4/26/2021,246.7,468.6,0.079,0.08,">30,000"
ADAMS County,4/25/2021,252.7,468.8,0.08,0.079,">30,000"
ADAMS County,4/24/2021,251.7,463.4,0.083,0.079,">30,000"
ADAMS County,4/23/2021,237.8,443.8,0.081,0.078,">30,000"
ADAMS County,4/22/2021,240.3,447.1,0.081,0.079,">30,000"
ADAMS County,4/21/2021,219,430.7,0.081,0.08,">30,000"
ADAMS County,4/20/2021,227.9,436.5,0.082,0.079,">30,000"
ADAMS County,4/19/2021,221.9,418.2,0.08,0.078,">30,000"
ADAMS County,4/18/2021,216.1,411.7,0.078,0.077,">30,000"
ADAMS County,4/17/2021,211.7,405.5,0.076,0.076,">30,000"
ADAMS County,4/16/2021,205.9,398.6,0.075,0.075,">30,000"
ADAMS County,4/15/2021,206.7,387.6,0.076,0.074,">30,000"
ADAMS County,4/14/2021,211.7,383.6,0.079,0.073,">30,000"
ADAMS County,4/13/2021,208.6,364,0.076,0.071,">30,000"
ADAMS County,4/12/2021,196.3,352.3,0.074,0.069,">30,000"
ADAMS County,4/11/2021,195.5,345.3,0.075,0.068,">30,000"
ADAMS County,4/10/2021,193.8,333,0.075,0.066,">30,000"
ADAMS County,4/9/2021,192.7,324,0.075,0.064,">30,000"
ADAMS County,4/8/2021,180.9,308.2,0.073,0.062,">30,000"
ADAMS County,4/7/2021,171.9,299.6,0.067,0.058,">30,000"
ADAMS County,4/6/2021,155.4,285.3,0.064,0.056,">30,000"
ADAMS County,4/5/2021,155.9,290.1,0.064,0.056,">30,000"
ADAMS County,4/4/2021,149.8,276.1,0.06,0.054,">30,000"
ADAMS County,4/3/2021,139.2,265.2,0.055,0.052,">30,000"
ADAMS County,4/2/2021,131.3,254.4,0.052,0.049,">30,000"
ADAMS County,4/1/2021,127.3,257.8,0.05,0.049,">30,000"
ADAMS County,3/31/2021,127.7,260.7,0.048,0.05,">30,000"
ADAMS County,3/30/2021,130,256.7,0.048,0.051,">30,000"
ADAMS County,3/29/2021,134.2,243.8,0.049,0.05,">30,000"
ADAMS County,3/28/2021,126.3,239,0.049,0.05,">30,000"
ADAMS County,3/27/2021,125.9,250.5,0.049,0.052,">30,000"
ADAMS County,3/26/2021,123.1,247.5,0.046,0.05,">30,000"
ADAMS County,3/25/2021,130.6,240.9,0.048,0.049,">30,000"
ADAMS County,3/24/2021,133.1,238,0.052,0.049,">30,000"
ADAMS County,3/23/2021,126.7,237.1,0.055,0.048,">30,000"
ADAMS County,3/22/2021,109.6,228.4,0.052,0.047,">30,000"
ADAMS County,3/21/2021,112.7,235.2,0.052,0.047,">30,000"
ADAMS County,3/20/2021,124.6,239.6,0.054,0.046,">30,000"
ADAMS County,3/19/2021,124.4,235.4,0.055,0.046,">30,000"
ADAMS County,3/18/2021,110.4,224.8,0.049,0.044,">30,000"
ADAMS County,3/17/2021,105,220.7,0.045,0.043,">30,000"
ADAMS County,3/16/2021,110.4,227.3,0.042,0.042,">30,000"
ADAMS County,3/15/2021,118.8,240.9,0.042,0.042,">30,000"
ADAMS County,3/14/2021,122.5,249.8,0.042,0.043,">30,000"
ADAMS County,3/13/2021,115,239.4,0.039,0.041,">30,000"
ADAMS County,3/12/2021,110.9,241.3,0.038,0.042,">30,000"
ADAMS County,3/11/2021,114.4,248.6,0.04,0.042,">30,000"
ADAMS County,3/10/2021,115.8,245.5,0.042,0.041,">30,000"
ADAMS County,3/9/2021,116.9,250.9,0.042,0.041,">30,000"
ADAMS County,3/8/2021,122.1,255,0.043,0.041,">30,000"
ADAMS County,3/7/2021,127.3,258.4,0.043,0.041,">30,000"
ADAMS County,3/6/2021,124.4,259,0.042,0.042,">30,000"
ADAMS County,3/5/2021,130.4,268,0.044,0.043,">30,000"
ADAMS County,3/4/2021,134.2,271.5,0.043,0.045,">30,000"
ADAMS County,3/3/2021,129.8,271.3,0.04,0.045,">30,000"
ADAMS County,3/2/2021,134,271.3,0.04,0.045,">30,000"
ADAMS County,3/1/2021,132.9,261.7,0.04,0.045,">30,000"
ADAMS County,2/28/2021,131.1,254.6,0.04,0.044,">30,000"
ADAMS County,2/27/2021,134.6,251.9,0.041,0.044,">30,000"
ADAMS County,2/26/2021,137.7,249.8,0.043,0.044,">30,000"
ADAMS County,2/25/2021,137.3,245.3,0.046,0.045,">30,000"
ADAMS County,2/24/2021,141.5,250.5,0.049,0.046,">30,000"
ADAMS County,2/23/2021,137.3,240.5,0.051,0.045,">30,000"
ADAMS County,2/22/2021,128.8,234.8,0.051,0.045,">30,000"
ADAMS County,2/21/2021,123.4,233.6,0.05,0.045,">30,000"
ADAMS County,2/20/2021,117.3,232.7,0.049,0.045,">30,000"
ADAMS County,2/19/2021,112.1,233.2,0.047,0.045,">30,000"
ADAMS County,2/18/2021,108.1,243.8,0.043,0.046,">30,000"
ADAMS County,2/17/2021,109,244,0.042,0.045,">30,000"
ADAMS County,2/16/2021,103.3,245.9,0.04,0.045,">30,000"
ADAMS County,2/15/2021,105.9,252.1,0.041,0.046,">30,000"
ADAMS County,2/14/2021,110.2,257.7,0.041,0.046,">30,000"
ADAMS County,2/13/2021,115.4,267.7,0.042,0.047,">30,000"
ADAMS County,2/12/2021,121.1,271.1,0.044,0.046,">30,000"
ADAMS County,2/11/2021,135.7,278.4,0.048,0.048,">30,000"
ADAMS County,2/10/2021,135,288,0.048,0.05,">30,000"
ADAMS County,2/9/2021,142.7,295.5,0.05,0.053,">30,000"
ADAMS County,2/8/2021,146.1,298.6,0.05,0.054,">30,000"
ADAMS County,2/7/2021,147.5,307.5,0.051,0.055,">30,000"
ADAMS County,2/6/2021,152.3,315.9,0.051,0.056,">30,000"
ADAMS County,2/5/2021,150,324.2,0.049,0.057,">30,000"
ADAMS County,2/4/2021,142.7,318.6,0.047,0.054,">30,000"
ADAMS County,2/3/2021,153.1,330.3,0.052,0.056,">30,000"
ADAMS County,2/2/2021,152.9,329.6,0.056,0.058,">30,000"
ADAMS County,2/1/2021,152.5,350.7,0.058,0.061,">30,000"
ADAMS County,1/31/2021,160,351.5,0.06,0.06,">30,000"
ADAMS County,1/30/2021,163.6,356.5,0.063,0.06,">30,000"
ADAMS County,1/29/2021,174.2,370.9,0.065,0.063,">30,000"
ADAMS County,1/28/2021,175.9,375.5,0.061,0.064,">30,000"
ADAMS County,1/27/2021,177.3,377.3,0.06,0.064,">30,000"
ADAMS County,1/26/2021,176.7,391.1,0.06,0.065,">30,000"
ADAMS County,1/25/2021,198.2,402.6,0.063,0.065,">30,000"
ADAMS County,1/24/2021,191.5,414.2,0.06,0.066,">30,000"
ADAMS County,1/23/2021,192.9,433.8,0.058,0.068,">30,000"
ADAMS County,1/22/2021,196.7,464,0.061,0.071,">30,000"
ADAMS County,1/21/2021,199.6,475.9,0.066,0.075,">30,000"
ADAMS County,1/20/2021,200,500.9,0.068,0.078,">30,000"
ADAMS County,1/19/2021,214.4,520.3,0.069,0.08,">30,000"
ADAMS County,1/18/2021,204.4,515.1,0.067,0.08,">30,000"
